censor,closure_time,start_year,Business type,Rate type (STD),type,sq(ft),is_downtown_association,zone,zone_type,is_home_occ,ft to downtown
0,9096,2001,Rental- Commercial,Commercial Rental Property,Rental,85640.01699504977,False,C,Commercial,False,8935.549108475205
0,5652,2010,Rental- Residential,Residential Rental,Rental,34157.15297706726,False,R-4,Residential,False,5699.890512954252
1,5622,2010,Rental- Residential,Residential Rental,Rental,12432.300352650567,False,R-4,Residential,False,490.54259922279454
0,9144,2001,Rental- Residential,Residential Rental,Rental,36406.353607679484,False,R-2,Residential,False,1487.3008962675524
1,9208,2000,Rental- Residential,Residential Rental,Rental,4297.2068849954985,False,R-2,Residential,False,4073.819767971721
0,1417,2022,Rental- Residential,Residential Rental,Rental,146288.97547460353,False,R-2,Residential,False,12052.610301698507
0,7891,2004,Recreational Services,General Service,Service,7539.58354779733,False,R-1,Residential,False,8022.426496966491
1,13305,1989,Motor Vehicle Sales,General Retailer,Retail,26373.659761286377,False,C,Commercial,False,5693.485894486408
1,6248,2009,Home Occupation,General Service,Service,6501.032580647803,False,R-1,Residential,True,10320.53627034026
1,5656,2010,Rental- Residential,Residential Rental,Rental,4484.092608502951,False,R-1,Residential,False,5837.908273426749
1,5987,2009,Rental- Residential,Residential Rental,Rental,6670.562004905511,False,R-1,Residential,False,10265.64348430954
1,5651,2010,Rental- Residential,Residential Rental,Rental,6506.700695415581,False,R-1,Residential,False,14509.340124947328
1,5651,2010,Rental- Residential,Residential Rental,Rental,104171.17343592273,False,R-2,Residential,False,8075.297408258672
1,2370,2019,Auto Mechanic/Detailer/Services,General Service,Service,29423.73923377917,False,M,Manufacturing,False,12211.341292076084
0,2425,2019,Rental- Residential,Residential Rental,Rental,6092.080698351021,False,R-1,Residential,False,7373.048294073253
1,5869,2010,Beauty Salon,Downtown Association,Downtown Association,7256.060891362361,True,C,Commercial,False,0.0
0,4736,2013,Counseling,Downtown Association,Downtown Association,8418.389202798851,False,O,Office,False,0.0
0,5398,2011,Health Spa/Fitness,General Service,Service,172554.22759999588,False,C,Commercial,False,10628.395418871416
1,5687,2010,Rental- Residential,Residential Rental,Rental,7528.242540574707,False,R-2,Residential,False,1685.9464097852049
0,9167,2001,Rental- Residential,Residential Rental,Rental,244619.315870491,False,R-4,Residential,False,3103.101892736074
0,12408,1992,Rental- Residential,Residential Rental,Rental,7190.355462233589,False,R-1,Residential,False,4884.561593293666
1,4733,2013,Rental- Residential,Residential Rental,Rental,6646.682858609116,False,R-1,Residential,False,9550.517596205877
0,9088,2001,Rental- Residential,Residential Rental,Rental,9100.092793686335,False,R-1,Residential,False,5004.649267308437
1,8355,2003,Beauty Salon,Downtown Association,Downtown Association,7893.079800042573,True,C,Commercial,False,0.0
1,9143,2001,Rental- Residential,Residential Rental,Rental,282663.4622377588,False,R-2,Residential,False,11723.054286484785
1,12399,1992,Rental- Residential,Residential Rental,Rental,69203.97956595093,False,R-2,Residential,False,12246.931956334103
1,12156,1992,Rental- Residential,Residential Rental,Rental,13288.808272151358,False,R-2,Residential,False,2632.4654974637656
1,2283,2019,Consultant,Professional Service,Service,8776.61097764766,False,R-1,Residential,False,6269.610198100854
1,8137,2003,Beauty Salon,Downtown Association,Downtown Association,25616.3933820472,True,C,Commercial,False,0.0
1,7576,2005,Medical Services,Professional Service,Service,29155.05448727955,False,O,Office,False,2625.899027828088
1,10620,1997,Rental- Commercial,Commercial Rental Property,Rental,413146.7897967837,False,C,Commercial,False,4807.626319237219
0,3502,2016,Counseling,Professional Service,Service,40645.68397850013,False,O,Office,False,1213.9383166918035
1,1159,2023,Home Occupation,Contractor,Service,7144.263770652687,False,R-2,Residential,True,2379.0574070554776
1,12392,1992,Rental- Residential,Downtown Association,Downtown Association,5232.228009172102,False,O,Office,False,0.0
0,15589,1983,Legal Services,Downtown Association,Downtown Association,29222.4929331776,True,C,Commercial,False,0.0
0,13921,1988,Medical Services,Downtown Association,Downtown Association,22388.281492934628,False,O,Office,False,0.0
1,5653,2010,Rental- Residential,Residential Rental,Rental,6009.684109802345,False,R-1,Residential,False,11859.525790442864
1,3060,2017,Artist/Art Dealer/Sales/Gallery,General Service,Service,6105.980153230598,False,R-1,Residential,False,7850.049131404618
1,5652,2010,Rental- Residential,Residential Rental,Rental,201441.81463405624,False,R-2,Residential,False,12141.869887809691
1,9219,2000,"Accounting,Auditing/CPA/Tax Service",General Service,Service,6118.061016423825,False,R-1,Residential,False,7570.099833186131
0,1250,2022,Medical Services,General Service,Service,5271.361789801912,False,O,Office,False,2747.722157002453
1,4977,2012,Home Occupation,Professional Service,Service,146288.97547460353,False,R-2,Residential,True,12097.547247617733
0,12411,1992,Rental- Residential,Residential Rental,Rental,5903.573679591745,False,R-1,Residential,False,7536.786510536933
0,1424,2022,Rental- Residential,Residential Rental,Rental,9680.394834668758,False,R-1,Residential,False,4090.787550145172
0,8466,2002,Misc Business Services,General Service,Service,9954.727188457644,False,C,Commercial,False,11622.922235172704
1,3091,2017,Designer/Illustrator/Decorator,Downtown Association,Downtown Association,19688.68976216909,True,C,Commercial,False,0.0
0,5638,2010,Rental- Residential,Residential Rental,Rental,8111.182054115626,False,R-2,Residential,False,3720.2787786141903
1,10194,1998,Beauty Salon,Downtown Association,Downtown Association,37187.77312983599,True,C,Commercial,False,0.0
1,5833,2010,Restaurant,General Service,Service,101525.51823980744,False,C,Commercial,False,11192.08215292606
1,11690,1994,Restaurant,General Retailer,Retail,24174.631341869765,False,C,Commercial,False,1591.5947909059212
1,11055,1995,Designer/Illustrator/Decorator,General Service,Service,29423.73923377917,False,M,Manufacturing,False,12211.341292076084
0,7337,2006,Personal Services,General Service,Service,5413.444302394803,False,R-1,Residential,False,9312.674227828647
0,1338,2022,Manufacturing,General Manufacturer,Other,43581.7688247293,False,M,Manufacturing,False,12869.296061448058
0,3452,2016,Rental- Residential,Residential Rental,Rental,8125.821057909894,False,R-1,Residential,False,4267.676438836199
1,4502,2013,Rental- Residential,Residential Rental,Rental,6377.397569982046,False,R-1,Residential,False,5429.302842836435
1,5595,2010,Rental- Residential,Residential Rental,Rental,6150.479238489063,False,R-1,Residential,False,6475.684436634563
1,2055,2020,Dental,Professional Service,Service,13491.36559640221,False,O,Office,False,3783.1140190951296
1,4237,2014,Consultant,Professional Service,Service,48333.21137210087,False,M,Manufacturing,False,6663.329716957878
1,5636,2010,Rental- Residential,Residential Rental,Rental,6593.517153366478,False,R-1,Residential,False,5143.893008803418
1,10052,1998,Retail,Downtown Association,Downtown Association,4492.7130731140205,True,C,Commercial,False,0.0
1,8025,2004,Rental- Residential,Residential Rental,Rental,4982.652872386797,False,R-1,Residential,False,4315.609767364917
0,14765,1985,Legal Services,Professional Service,Service,10717.540391958142,False,O,Office,False,1.1747478674740213
0,5554,2010,Rental- Residential,Residential Rental,Rental,146288.97547460353,False,R-2,Residential,False,12060.626171370935
1,11936,1993,Rental- Residential,Residential Rental,Rental,7753.541050242439,False,R-4,Residential,False,224.99018075290863
1,3837,2015,Home Occupation,Professional Service,Service,6653.09426282032,False,R-1,Residential,True,13904.122846718838
0,1373,2022,Homestay,General Service,Service,15347.40517740054,False,R-2,Residential,False,2346.155792289418
1,5587,2010,Rental- Residential,Residential Rental,Rental,4500.296786959129,False,R-4,Residential,False,3820.244040685724
0,3123,2017,Professional,Downtown Association,Downtown Association,29222.4929331776,True,C,Commercial,False,0.0
0,4348,2014,Homestay,General Service,Service,5434.504119585835,False,R-2,Residential,False,514.8415245794358
0,5757,2010,Contractor- General,Contractor,Service,7490.857395997836,False,O,Office,False,1986.8114429200955
1,10930,1996,Architect,Professional Service,Service,58047.31578380693,False,M,Manufacturing,False,3040.370810688124
1,2963,2018,Business/ Services/ Professions,Downtown Association,Downtown Association,19688.68976216909,True,C,Commercial,False,0.0
1,6345,2008,Home Occupation,General Retailer,Retail,13296.333272468682,False,R-1,Residential,True,9710.057598725942
1,4431,2014,Home Occupation,Professional Service,Service,6104.449756611205,False,R-1,Residential,True,5500.590146202099
1,7518,2005,Medical Services,Downtown Association,Downtown Association,9248.993343237416,True,C,Commercial,False,0.0
0,6197,2009,Retail,General Retailer,Retail,28229.54682344608,False,M,Manufacturing,False,9045.084089785603
0,3028,2017,Medical Services,Professional Service,Service,35045.41734217446,False,C,Commercial,False,9269.116110097464
1,6791,2007,Beauty Salon,General Service,Service,113632.1974917182,False,C,Commercial,False,9579.082832893837
1,9787,1999,Recreational Services,General Service,Service,139831.59000218127,False,PF,Public,False,62.04002150983679
1,3710,2016,Beauty Salon,Downtown Association,Downtown Association,2112.339926082439,True,C,Commercial,False,0.0
1,5847,2010,Rental- Residential,Residential Rental,Rental,5915.12354490202,False,R-1,Residential,False,11561.8927938514
1,5203,2011,Personal Services,General Service,Service,1276753.8336216302,False,C,Commercial,False,4316.724348388988
0,3410,2016,Food Store,General Service,Service,216202.21346765,False,C,Commercial,False,4918.117432691088
0,757,2024,Restaurant,Downtown Association,Downtown Association,9246.214200532697,True,C,Commercial,False,0.0
1,7546,2005,Home Occupation,Contractor,Service,5012.209927331037,False,R-2,Residential,True,2362.413762599435
0,11909,1993,Beauty Salon,General Service,Service,4100.344677969747,False,C,Commercial,False,2661.1453823923325
0,14066,1987,Beauty Salon,General Service,Service,4100.344677969747,False,C,Commercial,False,2661.1453823923325
0,9087,2001,Rental- Residential,Residential Rental,Rental,47568.69236406384,False,R-3,Residential,False,818.2497033104872
1,5656,2010,Rental- Residential,Residential Rental,Rental,6307.523828043632,False,R-1,Residential,False,7825.631930366893
0,1477,2022,Rental- Residential,Residential Rental,Rental,5594.6885267518255,False,O,Office,False,340.10983196498967
1,4195,2014,Education/School,Professional Service,Service,3150837.0800128286,False,C,Commercial,False,13001.675925129895
1,8306,2003,Beauty Salon,General Service,Service,4100.344677969747,False,C,Commercial,False,2661.1453823923325
0,8383,2003,Misc Business Services,General Service,Service,213156.38406141024,False,C,Commercial,False,11925.152655605456
1,2226,2020,Counseling,Professional Service,Service,78378.18077563263,False,C,Commercial,False,867.9296922487096
1,1359,2022,Homestay,General Service,Service,6305.977798026745,False,O,Office,False,8167.224817613932
1,15954,1982,Retail,General Retailer,Retail,205709.6138604465,False,C,Commercial,False,11017.401622026962
0,5644,2010,Rental- Residential,Residential Rental,Rental,6504.931781530916,False,R-1,Residential,False,10428.739971253017
0,807,2023,Counseling,Downtown Association,Downtown Association,11168.773686126557,True,C,Commercial,False,0.0
0,2608,2019,Homestay,General Service,Service,6950.133326406924,False,R-2,Residential,False,1592.371763211328
0,1859,2021,Rental- Residential,Residential Rental,Rental,5549.532942540403,False,R-2,Residential,False,8897.97145696824
0,6168,2009,Counseling,Professional Service,Service,52241.25186367986,False,O,Office,False,7080.311324189817
0,948,2023,Rental- Residential,Residential Rental,Rental,5859.778414584926,False,R-1,Residential,False,10062.559591831496
0,5547,2010,Rental- Residential,Residential Rental,Rental,62641.14236484598,False,R-4,Residential,False,2763.6710479319954
1,6486,2008,Beauty Salon,General Service,Service,113632.1974917182,False,C,Commercial,False,9759.551832828784
0,2982,2018,Professional,Professional Service,Service,78378.18077563263,False,C,Commercial,False,867.9296922487096
0,217,2025,Professional,Professional Service,Service,5997.986146032643,False,O,Office,False,1769.9946123164514
1,904,2023,Home Occupation,General Retailer,Retail,21798.272382843465,False,R-2,Residential,True,6790.330174647801
0,1828,2021,Property Management,General Service,Service,45920.41600641252,False,R-1,Residential,False,12846.542024775335
0,1439,2022,Rental- Residential,General Retailer,Retail,8415.853577706499,False,R-1,Residential,False,7786.98209476179
1,7274,2006,Real Estate Agent,General Service,Service,9971.341374897253,False,C,Commercial,False,445.2080017568644
1,3292,2017,Business/ Services/ Professions,General Service,Service,5980.688063465659,False,O,Office,False,449.4744973247865
1,1611,2021,Home Occupation,General Service,Service,7067.106921251315,False,O,Office,True,513.20964376953
1,224,2025,Home Occupation,General Service,Service,6079.702473650048,False,R-1,Residential,True,11851.396981221158
1,7290,2006,Misc Business Services,General Service,Service,5482.678127208347,False,R-1,Residential,False,2857.8020962516543
0,2265,2019,Rental- Residential,Residential Rental,Rental,137598.97772719368,False,R-4,Residential,False,3079.9175517103417
1,3990,2015,Misc Business Services,General Service,Service,16832.75885619697,False,C,Commercial,False,5359.20342002321
0,10095,1998,Home Occupation,General Service,Service,6923.552285267061,False,R-1,Residential,True,8086.770894957598
0,2807,2018,Home Occupation,General Service,Service,7467.582190042644,False,R-2,Residential,True,2084.423275927278
0,242,2025,Counseling,General Service,Service,115024.68063667668,False,BP,Commercial,False,12651.81287713854
0,5667,2010,Rental- Residential,Residential Rental,Rental,78542.05760807548,False,R-3,Residential,False,10229.956643552136
1,8240,2003,Misc Business Services,General Retailer,Retail,148572.58386430517,False,C,Commercial,False,5634.995363380027
0,4126,2014,Rental- Residential,Residential Rental,Rental,6016.179190428911,False,R-1,Residential,False,6757.44860953016
1,1404,2022,Medical Services,Professional Service,Service,12822.706721841943,False,O,Office,False,115.66424469647784
1,5350,2011,"Accounting,Auditing/CPA/Tax Service",General Retailer,Retail,20687.51355123864,False,C,Commercial,False,10841.059222509242
1,6174,2009,Recreation-Instruction/Training,Professional Service,Service,43900.624525960106,False,C,Commercial,False,9284.918830864292
1,491,2024,Home Occupation,General Service,Service,16796.57149110912,False,C,Commercial,True,5313.356743854883
1,5604,2010,Rental- Residential,Residential Rental,Rental,6356.238772599067,False,R-1,Residential,False,3348.258972728376
1,10161,1998,Retail,General Retailer,Retail,50588.49310369623,False,C,Commercial,False,2386.600535961351
0,4632,2013,Rental- Residential,Residential Rental,Rental,10812.897822067687,False,R-1,Residential,False,6665.228989319768
1,6505,2008,Rental- Residential,Residential Rental,Rental,5398.81641543578,False,R-1,Residential,False,8443.590588156765
1,5652,2010,Rental- Residential,Residential Rental,Rental,4464.348680045497,False,R-1,Residential,False,5224.956353656932
0,309,2025,Professional,Professional Service,Service,28930.910947524146,False,O,Office,False,1814.6413556158027
0,917,2023,Home Occupation,Professional Service,Service,5685.723215810409,False,R-1,Residential,True,12334.231845247396
1,7591,2005,Personal Services,Massage Therapist,Service,172554.22759999588,False,C,Commercial,False,10628.395418871416
1,4683,2013,Medical Services,Professional Service,Service,5980.688063465659,False,O,Office,False,449.4744973247865
0,5636,2010,Rental- Residential,Residential Rental,Rental,8418.222071601285,False,R-1,Residential,False,7747.843766129801
0,398,2025,Health Spa/Fitness,General Service,Service,8764.948265234409,False,C,Commercial,False,2404.449195804156
1,6022,2009,Home Occupation,General Retailer,Retail,1554636.181930998,False,R-2,Residential,True,11239.930366782131
0,3784,2015,Rental- Residential,Residential Rental,Rental,244619.315870491,False,R-4,Residential,False,3103.101892736074
1,1160,2023,Rental- Residential,Residential Rental,Rental,9459.781403425895,False,R-1,Residential,False,6990.235351259756
0,4860,2012,Professional,Professional Service,Service,11395.075703541184,False,O,Office,False,1728.289746553542
1,5086,2012,"Wholesale, Distributors",General Wholesaler,Other,172554.22759999588,False,C,Commercial,False,10621.0861864381
0,1480,2022,Restaurant,General Retailer,Retail,1040694.0422821196,False,R-2,Residential,False,10815.2877703281
1,3712,2016,Beauty Salon,General Service,Service,4100.344677969747,False,C,Commercial,False,2661.1453823923325
1,948,2023,Property Management,General Service,Service,90013.16291667406,False,O,Office,False,7800.939344842769
0,6104,2009,Home Occupation,General Service,Service,6477.262247155084,False,R-1,Residential,True,6285.830172758801
1,12569,1991,Beauty Salon,General Service,Service,24130.50851968157,False,C,Commercial,False,4966.841533903834
1,1443,2022,Rental- Residential,Residential Rental,Rental,3150.254583388188,False,R-2,Residential,False,9513.235716749605
0,2934,2018,Education/School,General Service,Service,11017.909155770618,False,R-1,Residential,False,11089.876432966545
1,10738,1996,Apparel/Accessories,Downtown Association,Downtown Association,8083.234207227231,True,C,Commercial,False,0.0
0,1520,2022,Rental- Residential,Residential Rental,Rental,94299.7336206988,False,R-2,Residential,False,6279.450759003829
1,15954,1982,Apparel/Accessories,General Service,Service,5996.592771789474,False,R-1,Residential,False,3984.592466057867
1,15954,1982,Advertising,General Service,Service,18094.48757008845,False,C,Commercial,False,9086.243212665744
0,10536,1997,Rental- Commercial,Commercial Rental Property,Rental,18725.8624454852,False,C,Commercial,False,8791.761969003273
0,14605,1986,Contractor- Specialty,Contractor,Service,7710.784769007381,False,C,Commercial,False,9313.243807265304
1,14567,1986,Contractor- General,Contractor,Service,30263.700494627887,False,C,Commercial,False,6755.22754937728
1,5825,2010,Contractor- General,Contractor,Service,3150837.0800128286,False,C,Commercial,False,13836.283484888843
1,1858,2021,Home Occupation,Professional Service,Service,244619.315870491,False,R-4,Residential,True,3103.101892736074
1,3229,2017,Hotels and Motels,General Service,Service,174443.82247309052,False,R-3,Residential,False,9839.806179367322
1,1439,2022,Rental- Residential,Residential Rental,Rental,10280.967452586172,False,R-1,Residential,False,4057.3299193088
1,9534,2000,Legal Services,Downtown Association,Downtown Association,6600.640971563704,False,C,Commercial,False,23.946123066191465
0,5656,2010,Rental- Residential,Residential Rental,Rental,6144.483645105367,False,R-1,Residential,False,7523.748887490211
0,1135,2023,Miscellaneous Business,Downtown Association,Downtown Association,71780.37395367466,False,O,Office,False,0.0
0,1647,2021,Rental- Residential,Residential Rental,Rental,6402.310850176786,False,R-1,Residential,False,7558.242824259258
0,1009,2023,Recreation-Instruction/Training,General Retailer,Retail,200100.04278040348,False,R-3,Residential,False,10730.988469652852
1,10845,1996,Financial Institution,General Service,Service,6541.036408578128,False,O,Office,False,1477.146175040578
0,1262,2022,Home Occupation,Professional Service,Service,13268.15403635456,False,R-1,Residential,True,5953.275553374814
0,1495,2022,Rental- Residential,Residential Rental,Rental,6286.102417286147,False,R-1,Residential,False,2927.464499990401
0,5604,2010,Rental- Residential,Residential Rental,Rental,5260.081177095867,False,R-2,Residential,False,1916.458520620528
0,1344,2022,Rental- Residential,Residential Rental,Rental,6547.387592852847,False,R-1,Residential,False,5464.9406493110255
1,2915,2018,Retail,General Retailer,Retail,90013.16291667406,False,O,Office,False,7800.939344842769
1,7920,2004,Recreational Services,General Service,Service,85640.01699504977,False,C,Commercial,False,8935.549108475205
1,15954,1982,Restaurant,Downtown Association,Downtown Association,7322.416317321535,True,C,Commercial,False,0.0
1,6045,2009,Retail,General Retailer,Retail,1135636.335310187,False,C,Commercial,False,5157.020712743685
1,5685,2010,Rental- Residential,Residential Rental,Rental,911.882434939444,False,R-1,Residential,False,3351.4270381278443
0,3525,2016,Advertising,General Service,Service,103856.9787977616,False,BP,Commercial,False,13275.79930334867
0,325,2025,Home Occupation,Professional Service,Service,10193.59273734006,False,R-4,Residential,True,5835.6327038759055
0,2012,2020,Medical Services,Downtown Association,Downtown Association,9851.591856002056,False,O,Office,False,0.0
1,9328,2000,Consultant,General Service,Service,61014.00068540238,False,C,Commercial,False,2282.738650474147
0,5140,2012,"Wholesale, Distributors",General Retailer,Retail,18725.86874333654,False,C,Commercial,False,8943.478976482767
1,8096,2004,Misc Business Services,General Service,Service,42360.49773737812,False,C,Commercial,False,6926.250380815146
0,13639,1988,Restaurant,General Retailer,Retail,21265.475283439107,False,C,Commercial,False,4273.171303323049
1,6674,2007,Artist/Art Dealer/Sales/Gallery,General Service,Service,37803.68552019008,False,O,Office,False,918.1904436798166
1,6035,2009,Retail,Downtown Association,Downtown Association,12399.024352397366,True,C,Commercial,False,0.0
1,5643,2010,Rental- Residential,Residential Rental,Rental,7889.534781227706,False,R-1,Residential,False,9989.821481399922
0,6630,2008,Home Occupation,General Service,Service,5430945.325959619,False,C,Commercial,True,23246.079882539896
0,764,2024,Caterer,General Retailer,Retail,45217.63094860744,False,C,Commercial,False,16611.084400673535
1,6896,2007,Personal Services,General Service,Service,18277.68557006998,False,O,Office,False,28.006788526894063
0,1450,2022,Rental- Residential,Residential Rental,Rental,3626.303325765437,False,R-2,Residential,False,2064.835546943774
0,1551,2021,Rental- Residential,Residential Rental,Rental,9002.838002088085,False,R-2,Residential,False,1215.492353690466
1,11588,1994,Home Occupation,General Retailer,Retail,7527.571429544757,False,R-1,Residential,True,10565.881087712767
0,10340,1997,Designer/Illustrator/Decorator,General Service,Service,103856.9787977616,False,BP,Commercial,False,13275.79930334867
0,12393,1992,Rental- Residential,Residential Rental,Rental,7396.043266987006,False,O,Office,False,2106.3692225247746
0,6765,2007,Entertainment,General Service,Service,5222.434925089691,False,R-1,Residential,False,3138.655277034184
0,5646,2010,Retail,Downtown Association,Downtown Association,6856.485768671048,True,C,Commercial,False,0.0
1,12412,1992,Rental- Residential,Residential Rental,Rental,8801.280899219211,False,R-1,Residential,False,5360.43506437765
1,14674,1986,Rental- Residential,Residential Rental,Rental,46547.92690519546,False,R-3,Residential,False,3455.709874857381
1,2789,2018,Business/ Services/ Professions,Professional Service,Service,33887.55535048208,False,O,Office,False,106.52465949634208
0,952,2023,Rental- Residential,Residential Rental,Rental,164404.4606291143,False,R-3,Residential,False,5696.364631785624
1,1770,2021,Rental- Residential,Residential Rental,Rental,164404.4606291143,False,R-3,Residential,False,5696.364631785624
0,5611,2010,Rental- Residential,Residential Rental,Rental,8507.097403640337,False,R-1,Residential,False,6210.6008457658445
0,5574,2010,Rental- Residential,Residential Rental,Rental,102654.01945182164,False,R-1,Residential,False,10873.054054181845
1,3486,2016,Home Occupation,General Retailer,Retail,376786.0441243409,False,R-1,Residential,True,7706.321054719212
0,398,2025,Beauty Salon,General Service,Service,5093.579465693577,False,O,Office,False,300.44641287180383
0,5646,2010,Rental- Residential,Residential Rental,Rental,244619.315870491,False,R-4,Residential,False,3103.101892736074
1,5656,2010,Rental- Residential,Residential Rental,Rental,152911.7341915805,False,R-3,Residential,False,6243.169320297344
1,6363,2008,Beauty Salon,Downtown Association,Downtown Association,25616.3933820472,True,C,Commercial,False,0.0
1,7353,2006,Personal Services,Downtown Association,Downtown Association,7170.125167957734,True,C,Commercial,False,0.0
0,5624,2010,Rental- Residential,Residential Rental,Rental,7151.689620172086,False,R-2,Residential,False,2357.873425814246
1,5313,2011,Rental- Residential,Residential Rental,Rental,76045.2036602782,False,C,Commercial,False,10024.543732764068
1,1933,2020,Home Occupation,Professional Service,Service,10078.53750877275,False,R-4,Residential,True,7951.724954633634
1,7724,2005,Beauty Salon,Downtown Association,Downtown Association,4257.312988245514,True,C,Commercial,False,0.0
1,4648,2013,Home Occupation,General Service,Service,1476.7705558856303,False,R-3,Residential,True,5355.119934616562
0,704,2024,Home Occupation,Professional Service,Service,28930.910947524146,False,O,Office,True,1814.6413556158027
0,2615,2019,Beauty Salon,General Service,Service,113632.1974917182,False,C,Commercial,False,9579.082832893837
0,3637,2016,Beauty Salon,General Service,Service,30263.700494627887,False,C,Commercial,False,6768.375718617516
0,2713,2018,Counseling,Downtown Association,Downtown Association,8418.389202798851,False,O,Office,False,0.0
0,12300,1992,Rental- Residential,Residential Rental,Rental,7472.921005240042,False,R-2,Residential,False,2419.981578393651
1,5651,2010,Rental- Residential,Residential Rental,Rental,4261.26058573918,False,R-2,Residential,False,2253.638784140503
0,1794,2021,Homestay,General Service,Service,7051.274040729712,False,R-3,Residential,False,600.5976852866445
0,2223,2020,Manufacturing,General Manufacturer,Other,445694.3177878054,False,C,Commercial,False,4677.75642191978
1,5651,2010,Rental- Residential,Residential Rental,Rental,21096.293058139203,False,R-2,Residential,False,1067.5398816872512
1,12350,1992,Rental- Commercial,Commercial Rental Property,Rental,3500.3770232955703,False,O,Office,False,280.5936744968194
0,125,2025,Misc Business Services,General Service,Service,31553.48140695453,False,C,Commercial,False,1845.1014356876703
1,1009,2023,Rental- Residential,Residential Rental,Rental,10769.832314100864,False,R-1,Residential,False,12825.631788414234
1,5651,2010,Contractor- General,Contractor,Service,11395.075703541184,False,O,Office,False,1728.289746553542
0,1523,2022,Rental- Residential,Residential Rental,Rental,8651.945583570292,False,R-1,Residential,False,8893.543509178682
0,5656,2010,Rental- Residential,Residential Rental,Rental,6318.777610076239,False,R-1,Residential,False,7774.6122059637
1,2272,2019,Misc Business Services,Downtown Association,Downtown Association,3800.255559881103,True,C,Commercial,False,0.0
0,1160,2023,Retail,General Retailer,Retail,170360.61148949602,False,M,Manufacturing,False,10617.219971502627
1,7952,2004,Restaurant,General Retailer,Retail,50817.15560035894,False,C,Commercial,False,4553.253680466651
0,288,2025,Caterer,General Service,Service,45217.63094860744,False,C,Commercial,False,16611.084400673535
0,2233,2020,Restaurant,Downtown Association,Downtown Association,6589.257824456742,True,C,Commercial,False,0.0
1,4910,2012,Home Occupation,General Service,Service,7506.568576174697,False,R-2,Residential,True,9320.009957643564
0,721,2024,Rental- Residential,Residential Rental,Rental,4000.348735276334,False,O,Office,False,7909.569829127123
1,12391,1992,Rental- Residential,Residential Rental,Rental,6433.230989156448,False,R-1,Residential,False,13854.118388270126
0,764,2024,Education/School,General Service,Service,106851.71203752069,False,C,Commercial,False,11446.102105664002
0,1690,2021,Homestay,General Service,Service,5829.21125610301,False,R-2,Residential,False,7851.316094349882
1,1629,2021,Rental- Residential,Residential Rental,Rental,6875.310483429904,False,R-1,Residential,False,1978.8742210836103
0,5596,2010,Rental- Residential,Residential Rental,Rental,69358.79660944531,False,R-3,Residential,False,702.9907666095812
0,1129,2023,Property Management,Residential Rental,Rental,7314.934496831885,False,R-3,Residential,False,1262.554979552864
0,6952,2007,Manufacturing,General Manufacturer,Other,22304.892402935893,False,O,Office,False,555.3972450773404
0,1040,2023,Barber,General Service,Service,184101.44886612767,False,C,Commercial,False,8255.332489868859
1,5457,2011,Barber,General Service,Service,49556.202548519024,False,C,Commercial,False,2346.8149992715125
0,5590,2010,Rental- Residential,Residential Rental,Rental,7129.306623513519,False,R-1,Residential,False,6387.161922519427
1,5657,2010,Rental- Residential,Residential Rental,Rental,282663.4622377588,False,R-2,Residential,False,11723.054286484785
1,6381,2008,Retail,Downtown Association,Downtown Association,22853.647677050045,True,C,Commercial,False,0.0
0,5659,2010,Rental- Residential,Residential Rental,Rental,7190.355462233589,False,R-1,Residential,False,4884.561593293666
0,14668,1986,Contractor- General,Contractor,Service,6031.46666995803,False,R-3,Residential,False,958.0837732415708
1,5604,2010,Rental- Residential,Residential Rental,Rental,174443.82247309052,False,R-3,Residential,False,9839.806179367322
1,801,2023,Home Occupation,Professional Service,Service,152911.7341915805,False,R-3,Residential,True,6273.530441691904
0,298,2025,Massage,Massage Therapist,Service,1554636.181930998,False,R-2,Residential,False,12026.56101945598
1,3727,2015,Rental- Residential,Residential Rental,Rental,6309.1059571822,False,R-3,Residential,False,7316.886661397127
1,1709,2021,Artist/Art Dealer/Sales/Gallery,General Retailer,Retail,1294.1950698772484,False,C,Commercial,False,773.7914858414272
0,2415,2019,Rental- Residential,Residential Rental,Rental,8009.054440079316,False,R-2,Residential,False,1924.1265301159185
1,5090,2012,Manufacturing,General Manufacturer,Other,24438.242509076583,False,M,Manufacturing,False,9305.795921677798
0,5071,2012,Manufacturing,General Manufacturer,Other,21612.24751167751,False,M,Manufacturing,False,6376.219538364908
1,4531,2013,Home Occupation,General Retailer,Retail,28741.170103438617,False,C,Commercial,True,6249.6646614841375
0,1418,2022,Rental- Residential,Residential Rental,Rental,692267.4662046115,False,R-1,Residential,False,12132.259758097636
0,12393,1992,Rental- Residential,Residential Rental,Rental,7190.355462233589,False,R-1,Residential,False,4884.561593293666
0,2425,2019,Rental- Residential,Residential Rental,Rental,7015.630573199472,False,R-1,Residential,False,6380.188550579946
1,6246,2009,Home Occupation,General Service,Service,3940.70885818185,False,R-2,Residential,True,1618.187291449694
1,8533,2002,Medical Services,Professional Service,Service,5897.967623775404,False,R-1,Residential,False,15804.040809359009
1,14189,1987,Apparel/Accessories,Downtown Association,Downtown Association,22853.647677050045,True,C,Commercial,False,0.0
1,12392,1992,Rental- Residential,Residential Rental,Rental,11374.901516002255,False,R-4,Residential,False,5117.124651010123
