DBA,Business type,Bus address,Start date,Close date,License description,Rate type (STD),type,long,lat,closure_time,censor,zone,parcel,sq(ft),is_downtown_association,zone_type,is_home_occ,ft to downtown
Laurie Holmstrom,Rental- Residential,1360 VISTA DEL LAGO,1992-06-18,2019-10-15,Rental Home,Residential Rental,Rental,-120.695197764981,35.261941638135,12314,1,R-1,004-261-084,49918.801614484895,False,Residential,False,10046.907991161415
Laurie Laughlin Rental,Rental- Residential,195 BROOK ST,2010-09-15,2022-06-01,,Residential Rental,Rental,-120.671201079289,35.269544744021,5651,1,C,004-742-002,2731.1331236919727,False,Commercial,False,2789.256237400449
Laurie Lea Brown,Rental- Residential,1399 KENTWOOD DR,2010-09-13,2011-03-20,,Residential Rental,Rental,-120.637143878643,35.264864344738,5653,1,R-1,004-701-032,6411.264456629051,False,Residential,False,8288.926185244456
Laurie Lea Enterprises,Personal Services,1399 KENTWOOD DR,2005-07-01,2006-08-04,,General Service,Service,-120.637143878643,35.264864344738,7553,1,R-1,004-701-032,6411.264456629051,False,Residential,False,8288.926185244456
Laurie Lee For Hair,Beauty Salon,1601 OSOS ST,2002-05-28,2019-06-01,,General Service,Service,-120.657336756713,35.277206055405,8683,1,R-3,003-551-003,6031.46666995803,False,Residential,False,933.4620617591212
Laurie McClellan,Rental- Commercial,1601 OSOS ST,2018-06-13,2020-03-18,Commercial Rental Property,Commercial Rental Property,Rental,-120.657336756713,35.277206055405,2823,1,R-3,003-551-003,6031.46666995803,False,Residential,False,933.4620617591212
Laurie Miyahara,Rental- Residential,3662 LAWNWOOD CT,2016-03-03,2017-06-30,Residential Rental,Residential Rental,Rental,-120.63718122531,35.262094416754,3655,1,R-1,004-703-014,6514.553774652431,False,Residential,False,8981.098091004675
Laurie Moore,Rental- Residential,812 LAWRENCE DR,2022-03-26,,Room Rental,Residential Rental,Rental,-120.650738686748,35.264916939246,1441,0,R-3,004-952-020,1410.1648088430811,False,Residential,False,5653.484680751119
Laurie Post's Rental,Rental- Residential,3496 GREGORY CT,2022-03-07,2022-05-31,House Rental,Residential Rental,Rental,-120.635697498313,35.264168686087,1460,1,R-1,004-552-010,7268.901174839518,False,Residential,False,8780.61115025204
Laurie Schneemann,Home Occupation,2492 LAWTON AVE,2009-04-21,2012-07-01,Computer Software Design,General Service,Service,-120.656847163632,35.26648487431,6163,1,R-1,004-911-015,5909.234850439856,False,Residential,True,4184.182084261468
Laurie Thompson Design,Home Occupation,627 BRANCH ST,2013-05-31,2023-05-31,Freelance Graphic Design and Art,General Service,Service,-120.658234058018,35.27014586545,4662,1,R-2,003-749-039,6238.646661738751,False,Residential,True,2828.755664583453
Laurina Blevins,Personal Services,100 MADONNA RD,2014-10-01,2015-06-30,Esthetician,General Service,Service,-120.673724276007,35.26588920761,4174,1,C,004-511-021,1276753.8336216302,False,Commercial,False,4316.724348388988
Laurina Kusell,Rental- Residential,104 ORANGE DR,2022-03-25,,Residental Rental,Residential Rental,Rental,-120.660623869846,35.295567414537,1442,0,R-1,052-092-022,7201.600288505305,False,Residential,False,4251.279381515178
Laurus College,Education/School,81 HIGUERA ST STE 110,2006-06-13,,Education,General Service,Service,-120.670307305326,35.267538969024,7206,0,C,004-802-018,100987.56764073543,False,Commercial,False,3318.2355861532674
Lauryn Sugai Photography,Home Occupation,255 SANTA LUCIA DR,2022-07-21,,Portrait Photography - Digital & Printed,General Service,Service,-120.679795332385,35.295803840469,1324,0,R-1,052-293-005,6621.726581431074,False,Residential,True,6787.604594797379
Lavack Rental,Rental- Residential,1320 SWEET BAY LN,2010-11-03,2012-10-08,,Residential Rental,Rental,-120.628347547142,35.244353797486,5602,1,R-1,053-305-020,10243.139791024889,False,Residential,False,15630.610014159181
Lavelle Construction,Contractor- General,1515 BEACH ST,1985-01-22,2019-06-10,,Contractor,Service,-120.664237493526,35.274075670541,15018,1,R-2,003-614-024,6375.388834973922,False,Residential,False,855.6919059557146
Lavender and Lemon Events,Home Occupation,1421 OSOS ST APT A,2021-03-11,2021-10-20,Catering and Events Management,General Retailer,Retail,-120.658601886358,35.278614933862,1821,1,C,003-541-009,6766.003179289127,False,Commercial,True,325.8161607821131
"Lavender Blu Boutique, Inc.",Retail,778 HIGUERA ST STE E,2021-04-01,2022-12-31,Retail sales womens boutique,Downtown Association,Downtown Association,-120.663276095461,35.27969409803,1800,1,C,002-423-047,7322.416317321535,True,Commercial,False,0.0
Lavender Smith's,"Feed,Grain & Fruit Broker",610 CASTILLO RD,2011-09-22,2024-07-17,Agricultural Products For Farmer's Market,General Retailer,Retail,-120.703393533894,35.21239279233,5279,1,C,076-114-022,3281054.0784845315,False,Commercial,False,25681.802174758584
Laverne Hellyer,Medical Services,1254 VISTA DEL LAGO,2000-05-15,2006-07-20,,Professional Service,Service,-120.693906591257,35.262625834086,9426,1,R-1,004-261-081,4864.256676412304,False,Residential,False,9588.102608666797
Law Office of Amanda D. Busick,Attorney at Law,1540 MARSH ST STE 150,2025-09-15,,,Professional Service,Service,-120.653080592073,35.284909378753,172,0,O,001-235-012,11395.075703541184,False,Office,False,1728.289746553542
Law Office of Amy Schroder,Legal Services,PO BOX 14841,2021-07-01,,Attorney,Professional Service,Service,-120.65634155273438,35.26453399658203,1709,0,R-1,004-932-015,7190.355462233589,False,Residential,False,4884.561593293666
Law Office Of Andrew W. Hays,Legal Services,1220 MARSH ST,1997-01-28,,Legal Services,Professional Service,Service,-120.656899933401,35.282364767172,10629,0,O,002-332-017,27592.678244139726,False,Office,False,306.6162546051624
Law Office Of Babak Naficy,Legal Services,890 MONTEREY ST STE H,2002-11-13,,Law Office,Downtown Association,Downtown Association,-120.662497881637,35.281159576654,8514,0,C,002-416-033,7893.079800042573,True,Commercial,False,0.0
Law Office Of Brian C. O'Neill,Legal Services,1264 HIGUERA ST 205,2018-05-22,,Legal Services,Professional Service,Service,-120.657068811566,35.283362447094,2845,0,O,002-331-017,5980.688063465659,False,Office,False,449.4744973247865
Law Office Of Clay A. Schroeder,Attorney at Law,863 PACIFIC ST B,2016-02-02,,"Law Firm Specializing In Civil Litigation; Business, Real Property, Probate",Downtown Association,Downtown Association,-120.660743190761,35.27876985965,3685,0,O,003-528-009,8418.389202798851,False,Office,False,0.0
Law Office Of Dennis James Balsamo APLC,Legal Services,67 SOUTH ST,2004-06-28,,Legal Services,Professional Service,Service,-120.671194729455,35.269580056991,7921,0,C,004-742-002,2731.1331236919727,False,Commercial,False,2777.4158909321636
"Law Office Of Diane M Itzenhauser, APC",Legal Services,860 WALNUT ST STE C,2009-10-20,2019-02-19,Attorney - Family Law,Professional Service,Service,-120.665659046034,35.284297904795,5981,1,O,002-293-016,10429.746007209797,False,Office,False,892.079170380305
Law Office Of Ginger T. Ortiz,Attorney at Law,1042 PALM ST STE 202,2016-08-31,,Law Office,Downtown Association,Downtown Association,-120.66153438826,35.283077267381,3474,0,O,002-323-031,10499.639788818871,False,Office,False,0.0
"Law Office Of Greg A. Coates, A Professional Corp.",Legal Services,1005 COURT ST STE 310,2009-03-31,2019-09-30,Law Firm,Downtown Association,Downtown Association,-120.661771164245,35.281421414715,6184,1,C,002-431-010,36099.68329911458,True,Commercial,False,0.0
Law Office Of Jan J Ward,Legal Services,3220 S HIGUERA ST STE 301,2004-03-16,,Legal services,Professional Service,Service,-120.66872252079,35.256658784143,8025,0,O,053-041-039,52241.25186367986,False,Office,False,7080.311324189817
Law Office Of Jason Dufurrena,Attorney at Law,1322 MORRO ST,2013-01-02,2014-11-14,Legal Services,Professional Service,Service,-120.66009571697,35.278914787438,4811,1,O,002-442-001,12006.482374036588,False,Office,False,0.0
Law Office Of Laura Hoffman King,Attorney at Law,3232 S HIGUERA ST STE 101A,2018-10-22,,Estate Planning & Probate Litigation Services,Professional Service,Service,-120.668736230977,35.256523344238,2692,0,O,053-041-039,52241.25186367986,False,Office,False,7129.762396975487
Law Office Of M Jude Egan,Attorney at Law,1042 PACIFIC ST STE E,2011-10-13,2012-10-29,Law Practice,Downtown Association,Downtown Association,-120.658875028639,35.28004070329,5258,1,O,002-443-009,5106.552297055094,False,Office,False,0.0
Law Office Of Marianne S Tolchin,Legal Services,992 MONTEREY ST E,2004-03-24,2013-06-19,,Downtown Association,Downtown Association,-120.661530744409,35.281725573218,8017,1,C,002-322-027,29222.4929331776,True,Commercial,False,0.0
Law Office Of Marshall E Ochylski,Attorney at Law,979 OSOS ST F7,2012-08-24,2019-06-30,Legal Services,Downtown Association,Downtown Association,-120.661564251998,35.281952972386,4942,1,C,002-322-027,29222.4929331776,True,Commercial,False,0.0
Law Office of Nicole G. Mullikin,Attorney at Law,11555 LOS OSOS VALLEY RD # 204,2022-08-01,,Law Office,Professional Service,Service,-120.691247739968,35.257040924851,1313,0,O,053-102-030,25614.63317779357,False,Office,False,10182.892120260978
Law Office of Raymond H. Allen,Legal Services,864 OSOS ST STE D,2024-05-20,,Legal Services,Professional Service,Service,-120.662460015625,35.283170947686,655,0,O,002-323-003,4503.196849852597,False,Office,False,22.403292416580975
Law Office Of Scott Juretic,Home Occupation,942 GOLDENROD LN,2012-04-02,,Legal Services,Professional Service,Service,-120.637458759626,35.243466137889,5086,0,R-1,053-413-034,6295.848096196396,False,Residential,True,14350.672693487282
Law Office of Susan Brooke Thompson,Attorney at Law,1135 SANTA ROSA ST # 220,2020-01-01,,Attorney at Law,Downtown Association,Downtown Association,-120.659151376021,35.281644959344,2256,0,C,002-435-004,12571.832500969707,True,Commercial,False,0.0
Law Office Of Victoria Orcutt,Attorney at Law,1119 PALM ST,2013-03-26,2016-01-31,Law Firm,Professional Service,Service,-120.660367944633,35.283627348324,4728,1,O,002-326-020,10717.540391958142,False,Office,False,1.1747478674740213
"Law Offices of Adams & Lucero, Inc.",Legal Services,864 OSOS ST STE D,1982-07-01,,Law Office,Professional Service,Service,-120.662460015625,35.283170947686,15954,0,O,002-323-003,4503.196849852597,False,Office,False,22.403292416580975
"Law Offices Of Anne M Campbell, P.C.",Legal Services,956 WALNUT ST STE 201,2014-10-09,2015-09-30,Law Office,Professional Service,Service,-120.664667811718,35.284886256244,4166,1,O,001-203-011,4924.912337962522,False,Office,False,914.4178405092714
Law Offices Of C Anthony Boyd,Attorney at Law,656 SANTA ROSA ST 2B,2007-05-14,,Attorney At Law,Professional Service,Service,-120.662368071741,35.285490691437,6871,0,O,002-315-027,5888.973168208912,False,Office,False,693.1947224887322
Law Offices Of Carrie J Winters,Legal Services,979 OSOS ST STE B4,2014-09-24,2015-12-31,Law Office,Downtown Association,Downtown Association,-120.661564251998,35.281952972386,4181,1,C,002-322-027,29222.4929331776,True,Commercial,False,0.0
"Law Offices Of David S. Vogel, P.L.L.C.",Professional,1026 PALM ST STE 214,2008-10-01,2020-06-04,Law Offices Of David S. Vogel,Downtown Association,Downtown Association,-120.661747536698,35.282951885959,6365,1,O,002-323-014,4883.331576629622,False,Office,False,0.0
Law Offices Of Duncan S Skogsberg,Legal Services,412 MARSH ST,2011-03-07,,Law Practice,Professional Service,Service,-120.667550831561,35.275901240402,5478,0,C,003-511-015,12928.605686969831,False,Commercial,False,355.6212460991612
Law Offices Of Edward E Attala,Legal Services,1024 MILL ST,2003-10-23,2006-09-26,,Professional Service,Service,-120.662479855447,35.283738218363,8170,1,O,002-314-036,9252.69677186998,False,Office,False,193.62456609628467
Law Offices Of Gray & Prouty,Legal Services,2945 MCMILLAN AVE STE 136,2003-10-06,2017-04-30,Law Office,Professional Service,Service,-120.648175987098,35.262973050334,8187,1,M,053-201-019,48333.21137210087,False,Manufacturing,False,6663.329716957878
Law Offices Of J. Tavener Holland,Legal Services,1023 Nipomo ST 50,2011-02-16,2018-06-26,Law Offices,Downtown Association,Downtown Association,-120.666428556113,35.278857256856,5497,1,C,002-402-046,20111.766218409768,True,Commercial,False,0.0
Law Offices Of Jan Howell Marx,Home Occupation,265 ALBERT DR,1993-07-26,2010-06-30,,Professional Service,Service,-120.656301998961,35.294989094745,11911,1,R-1,052-322-008,9971.752079896514,False,Residential,True,4284.909942723094
Law Offices Of Kim Mistretta,Legal Services,860 Osos ST STE 10,1989-04-11,,Law Office,Professional Service,Service,-120.662475876055,35.283188790674,13478,0,O,002-323-003,4503.196849852597,False,Office,False,30.439612742656855
Law Offices Of Nicole Radakovich,Legal Services,1124 NIPOMO ST STE A,2014-02-04,2019-05-07,Family Law Attorney,Downtown Association,Downtown Association,-120.66545568115,35.277971210881,4413,1,C,002-422-001,7563.765328323775,True,Commercial,False,0.0
Law Offices Of Philip A Steiner,Legal Services,1212 MARSH ST 3,2000-04-27,2012-06-11,,Professional Service,Service,-120.656992838559,35.282302383209,9444,1,O,002-332-017,27592.678244139726,False,Office,False,278.1950292352376
Law Offices Of Robert Bettencourt,Attorney at Law,981 OSOS ST,2008-08-01,,Law Office,Downtown Association,Downtown Association,-120.661549856782,35.281936685224,6426,0,C,002-322-027,29222.4929331776,True,Commercial,False,0.0
Law Offices Of Shelly Silva,Attorney at Law,11555 LOS OSOS VALLEY RD STE 207,2013-04-17,2024-06-30,Law Offices,Professional Service,Service,-120.691247739968,35.257040924851,4706,1,O,053-102-030,25614.63317779357,False,Office,False,10182.892120260978
Law Offices Of Ziyad I Naccasha,Legal Services,220 TWIN RIDGE DR,2002-12-23,2006-07-20,,Professional Service,Service,-120.684589206883,35.305490743569,8474,1,R-1,052-520-037,20883.06405992119,False,Residential,False,10453.153976958396
Law Rental,Rental- Residential,2588 HELENA ST,2016-03-17,,Residential Rental,Residential Rental,Rental,-120.646945676275,35.268892511178,3641,0,R-1,004-733-011,8125.157700502414,False,Residential,False,5194.488999775221
"Lawco Foods, Inc",Rental- Commercial,2010-2060 PARKER ST,1992-05-11,,Commercial Rental Property,Commercial Rental Property,Rental,-120.669158597357,35.271338368905,12352,0,C,003-725-012,29332.25537416601,False,Commercial,False,1917.454968532492
Lawler Family Trust A,Rental- Residential,3 LOS VERDES DR,2010-09-03,2021-01-21,,Residential Rental,Rental,-120.677641507803,35.242553858267,5663,1,R-1,053-262-003,3888.909843976592,False,Residential,False,12646.122228827177
Lawrence & Kathleen Pennington,Rental- Residential,3057 S HIGUERA ST SP 162,2010-09-09,2017-10-11,,Residential Rental,Rental,-120.668544371584,35.258891336617,5657,1,C,053-034-063,28741.170103438617,False,Commercial,False,6266.815613009545
Lawrence A & Joyce D Rabellino,Rental- Residential,454-456 BUCHON ST,2001-02-15,2013-07-12,,Residential Rental,Rental,-120.664938524583,35.273947339642,9150,1,R-2,003-613-013,7527.858032085735,False,Residential,False,830.5713476957682
Lawrence Canino,Rental- Residential,680 CHORRO ST #10,2010-09-20,,Rental Property,Residential Rental,Rental,-120.665727563411,35.283238177832,5646,0,R-4,002-297-023,38929.67389451548,False,Residential,False,622.6693203958629
Lawrence Downing,Rental- Residential,3212 ROCKVIEW PL,2010-09-08,2012-06-14,Residential Rental Property,Residential Rental,Rental,-120.651094631744,35.260024114527,5658,1,R-2,004-583-057,24046.388495161573,False,Residential,False,7080.828771091691
Lawrence Dr Rental,Rental- Residential,814 LAWRENCE DR,2022-07-18,,Rental Home,Residential Rental,Rental,-120.650710721583,35.264931698637,1327,0,R-3,004-952-020,1410.1648088430811,False,Residential,False,5653.310274951586
Lawrence E Sr & Lyla L Mendez,Rental- Residential,3335 BROAD ST 23,2001-01-26,2012-06-28,,Residential Rental,Rental,-120.648870524594,35.259647798171,9170,1,R-2,004-601-070,174830.0224044298,False,Residential,False,7561.8331153121735
"Lawrence J Fogel, M D",Medical Services,1551 BISHOP ST STE 250,1998-06-15,2020-03-01,,Professional Service,Service,-120.646042628784,35.274342422599,10126,1,PF,003-703-063,36400.39777929863,False,Public,False,4097.141772737705
Lawrence Kahn Properties L L C,Rental- Residential,1121 MONTALBAN ST,2010-09-02,,Single Family Home Rental,Residential Rental,Rental,-120.664569670353,35.288459667635,5664,0,C,001-114-036,13840.717935900924,False,Commercial,False,1957.7137144200376
Lawrence Sage Apartments,Rental- Residential,3130 ESTELITA CT,1982-07-01,,,Residential Rental,Rental,-120.665191710285,35.257098072635,15954,0,R-2,053-182-008,9993.01747355548,False,Residential,False,6885.068182854291
Lawrence Sage Apartments,Rental- Residential,3140 ESTELITA CT,1982-07-01,,,Residential Rental,Rental,-120.66519341294,35.257033371965,15954,0,R-2,053-182-008,9993.01747355548,False,Residential,False,6908.575890321216
Lawrence Sage Apartments,Rental- Residential,1535 ROYAL WAY,1982-07-01,,,Residential Rental,Rental,-120.694226296785,35.256884338054,15954,0,R-2,053-102-007,8798.265414251853,False,Residential,False,10889.86987313585
Lawrence White Rental,Rental- Residential,1750 PREFUMO CANYON RD 65,2010-10-27,2021-12-13,Residential - Rental,Residential Rental,Rental,-120.701217913149,35.261296305413,5609,1,R-2,053-243-093,282663.4622377588,False,Residential,False,11723.054286484783
Laws Hobby Center,Retail,863 MARSH ST,1982-07-01,2008-11-26,,Downtown Association,Downtown Association,-120.66138806005,35.279486645626,15954,1,C,003-527-027,4267.902427144329,True,Commercial,False,0.0
Lazaneo Rental,Rental- Residential,51 DEL SOL CT,2010-10-27,2017-05-31,,Residential Rental,Rental,-120.677029443964,35.243879788095,5609,1,R-1,053-262-094,692267.4662046115,False,Residential,False,12132.129620403117
Lazo Slo Rental LLC,Rental- Residential,3591 SACRAMENTO DR #45,2010-10-21,2015-06-13,,Residential Rental,Rental,-120.642081874588,35.255206177913,5615,1,C,053-234-003,76045.2036602782,False,Commercial,False,10024.543732764067
LB & PF Thomas,Rental- Residential,1022 LEFF ST A & B,1992-03-26,2023-05-22,Rental,Residential Rental,Rental,-120.65633093823,35.27676085059,12398,1,R-3,003-553-015,2328.536772829861,False,Residential,False,1221.9363288646089
LC Coffee,Retail,3563 SUELDO ST STE H,2025-05-08,2025-11-18,,General Retailer,Retail,-120.66557638261,35.25145253103,302,1,C,053-253-036,85640.01699504977,False,Commercial,False,8935.549108475205
"LCAP I, LLC",Rental- Residential,639 PISMO ST,2015-12-02,,Residential Rental Property,Residential Rental,Rental,-120.663115332831,35.276102876867,3747,0,R-2,003-531-003,7099.647238107564,False,Residential,False,216.53599379567257
LDH Cellars LLC,Home Occupation,1150 TWIN CREEK RD,2024-06-01,2025-06-07,,General Service,Service,-120.635040546089,35.253480569426,643,1,R-1,004-707-008,4842.254041969313,False,Residential,True,11789.543221210126
Le Ciel Crepe Cafe,Restaurant,3211 BROAD ST STE 121,2004-05-11,,Crepe Cafe Restaurant,General Retailer,Retail,-120.64995054605,35.261161199568,7969,0,C,004-583-040,42360.49773737812,False,Commercial,False,6926.250380815146
Le Creme,Home Occupation,1309 SAWLEAF CT,2005-03-21,2019-09-18,,General Retailer,Retail,-120.630580121449,35.248041391893,7655,1,R-1,053-093-053,7099.331626775819,False,Residential,True,14164.434598486936
"Le Petit Paris, LLC",Restaurant,746 HIGUERA ST 4&6,2018-05-21,2022-03-15,Cafe Serving Food And Beverages,Downtown Association,Downtown Association,-120.663833040507,35.279359930907,2846,1,C,002-423-040,9246.214200532697,True,Commercial,False,0.0
"Le Pichet, LLC","Wholesale, Distributors",903 AMBROSIA LN,2023-03-01,,,General Wholesaler,Other,-120.638881703495,35.244451096391,1101,0,R-1,053-413-002,7306.1977945966255,False,Residential,False,13819.97910925512
Le Property M R L,Rental- Residential,1743 VICENTE DR,2010-09-10,,Rental,Residential Rental,Rental,-120.687761275976,35.256215980599,5656,0,R-1,004-421-004,5407.3661213970645,False,Residential,False,9665.408211124077
"Lea & Braze Engineering, Inc.",Engineer,21 SANTA ROSA ST 50,2022-07-05,,Civil Engineering Land Survey,Professional Service,Service,-120.668115,35.293025,1340,0,O,052-176-003,4517.048654210468,False,Office,False,3927.6077190108385
Lea Payne Scott,Education/School,1248 MONTEREY ST,2014-11-20,2014-11-20,"Parenting Education, Workshops And Consultations",General Service,Service,-120.657941376698,35.283869508145,4124,1,C,001-222-013,15367.5531670503,False,Commercial,False,492.60929109506105
Lea Payne Scott,Counseling,1985 JOHNSON AVE,2014-12-16,2024-04-30,Public Health Educator,Professional Service,Service,-120.64921360593,35.277472887733,4098,1,O,003-578-016,5271.361789801912,False,Office,False,2747.722157002453
LEAD,Rental- Residential,199 CHORRO ST,2025-06-01,,,Residential Rental,Rental,-120.66940137199,35.288815150761,278,0,R-1,001-014-038,7936.187937741749,False,Residential,False,2878.6449304458915
Lead Church Inc,Misc Business Services,3563 SUELDO ST Q,2023-03-31,,Serve our community by worshipping the one true god & practice our faith according to the holy bible,General Service,Service,-120.66557638261,35.25145253103,1071,0,C,053-253-036,85640.01699504977,False,Commercial,False,8935.549108475205
Leah & Sean Schnoor,Rental- Residential,482 LUNETA DR,2010-05-18,,Residential Rental Property,Residential Rental,Rental,-120.676724497611,35.291366396549,5771,0,R-1,052-544-007,7598.388957814059,False,Residential,False,4960.808226026585
Leah Grantham,Beauty Salon,2033 SANTA BARBARA AVE,2006-02-24,,Hair Salon,General Service,Service,-120.656273177109,35.2718745575,7315,0,C,003-748-013,8054.373654017311,False,Commercial,False,2631.78065347459
Leah Nielsen,Homestay,275 LUNETA DR,2021-06-01,2022-07-18,Homestay,General Service,Service,-120.680689961411,35.291250864805,1739,1,R-1,052-475-008,7562.774670757634,False,Residential,False,5788.8058394362115
Lean And Mean,Home Occupation,1939 HUASNA DR,2006-02-17,2014-10-31,Lien Sales For Automobile For Tow Companies,General Service,Service,-120.685512084204,35.254747875958,7322,1,R-1,004-413-021,5836.429930766586,False,Residential,True,9653.649266751701
Leanne's Spa,Personal Services,487 MADONNA RD STE 2,2011-01-03,2012-10-01,"Manicure, Pedicure, Facial & Massage",General Service,Service,-120.679896963638,35.261393083531,5541,1,C,053-012-003,25140.533906595498,False,Commercial,False,6713.439488496003
Learning Fundamentals Inc,Retail,1130 GROVE ST STE 106,2000-07-25,,Software Development And Sales,General Retailer,Retail,-120.652667319006,35.28601845576,9355,0,O,001-238-001,7396.043266987006,False,Office,False,2067.2941702336257
Leasure Concepts,Home Occupation,355 JAYCEE DR,2007-11-08,2010-03-09,Design & Fabrication Of Outdorr Kitchens & Fire Pits,General Manufacturer,Other,-120.684244276943,35.29673553206,6693,1,R-1,052-373-009,5994.998361122656,False,Residential,True,7921.625403261602
Leathal Energy,Health Spa/Fitness,183 PRADO RD STE A,2012-09-27,2013-06-20,"Personal Training, Nutritional Counseling, Life Coaching",General Service,Service,-120.667741410864,35.253995242853,4908,1,C,053-254-004,19785.610398077948,False,Commercial,False,8022.24920401716
LEC Property and Finance LLC,Rental- Residential,411 HENDERSON AVE,2017-09-01,2024-05-08,House Rental,Residential Rental,Rental,-120.650689047426,35.293121648141,3108,1,R-1,052-234-009,5978.975981326035,False,Residential,False,4473.3812183902255
Ledbetter SLO,Rental- Residential,1025 SOUTHWOOD DR UNIT C,2022-01-01,,Rental Property,Residential Rental,Rental,-120.643408578411,35.26598968679,1525,0,R-3,004-965-001,333912.2376080268,False,Residential,False,6682.277287846864
Lee & Associates Commercial Real Estate,Real Estate Business Based Outside City,668 MARSH ST STE 3,2004-09-09,,Commercial Real Estate Brokerage Firm,Downtown Association,Downtown Association,-120.664220787553,35.277921040355,7848,0,C,002-422-024,10242.680863002382,True,Commercial,False,0.0
Lee & Jeanann Forsyth Living Trust,Rental- Residential,1306 JOHNSON AVE,2010-10-12,,,Commercial Rental Property,Rental,-120.655059676094,35.282233625817,5624,0,O,002-343-027,9405.67721938189,False,Office,False,855.5839634674401
Lee And Ronnie Goyette,Rental- Residential,1667 TONINI & 1159 VISTA DEL LAGO,2007-10-23,,Rental,Residential Rental,Rental,-120.693647798103,35.264378933502,6709,0,R-1,004-272-013,9942.416713282088,False,Residential,False,9201.294185094122
Lee Apartments,Rental- Residential,1305 PALM ST,1982-07-01,,Rental Residential,Residential Rental,Rental,-120.657810867875,35.285143031267,15954,0,R-3,001-224-001,9094.185754194768,False,Residential,False,897.2323388582795
Lee Arms Apartments,Rental- Residential,258 CALIFORNIA BLVD,1982-07-01,,,Residential Rental,Rental,-120.663045131407,35.294227100833,15954,0,R-4,052-072-011,22767.50593905222,False,Residential,False,3805.4822845762396
Lee Bedell,Rental- Residential,1327 PACIFIC-RENTAL PROPERTY,2001-04-18,,,Residential Rental,Rental,-120.65477001101,35.28248165817,9088,0,R-2,002-343-003,7718.673589743036,False,Residential,False,943.7310297282801
Lee Brazil,Rental- Residential,1901 HENRY ST,1979-05-01,2010-06-30,,Residential Rental,Rental,-120.653894423179,35.275703076151,17111,1,R-2,003-571-018,46712.0155525731,False,Residential,False,1962.976300936985
Lee Gulliver/Tom Colero,Rental- Residential,2250 KING CT #64,2010-09-02,2017-02-20,Condo Rental,Residential Rental,Rental,-120.662098138522,35.268095759459,5664,1,R-4,004-824-091,244619.315870491,False,Residential,False,3103.101892736074
Lee Kuhn,Rental- Residential,2744 CHANDLER ST,1992-03-16,,rental,Residential Rental,Rental,-120.65438759593,35.264589252047,12408,0,R-1,004-943-002,2145.398586299579,False,Residential,False,5150.61849119745
"Lee N Yang Enterprise, Inc.",Retail,11560 LOS OSOS VALLEY RD STE 280,2008-01-10,,Tobacco Retailer,General Retailer,Retail,-120.691328207622,35.257353322776,6630,0,C,004-611-071,63666.9603757336,False,Commercial,False,10123.994602523886
Lee Price Family Limited Partnership,Rental- Residential,841 WEST ST,1998-12-23,,,Residential Rental,Rental,-120.669005785644,35.28987386421,9935,0,R-1,001-023-021,6622.216731678687,False,Residential,False,3134.457927225594
"Lee Price, M M C",Home Occupation,1415 MORRO ST,2018-05-03,2018-12-31,Provide Consulting And Training Services To The New City Clerk And Her Staff,General Service,Service,-120.65954489291,35.278107738293,2864,1,R-4,003-537-006,5368.54112695502,False,Residential,True,231.9655103940127
Lee Stoeckle,Rental- Residential,1080 WILLOW CIR,2010-09-20,2012-04-06,,Residential Rental,Rental,-120.641199900647,35.259012931159,5646,1,R-2,053-072-027,5271.7997060756525,False,Residential,False,9065.707495197357
Lee V Lavelle,Rental- Residential,667 STANFORD DR,2009-10-14,2011-04-01,,Residential Rental,Rental,-120.679386587289,35.300561364769,5987,1,R-1,052-494-001,6216.561686848622,False,Residential,False,8089.237611588349
Leff Property Rental,Rental- Residential,1101 MADONNA RD,2010-09-14,,Residential Rental Property,Residential Rental,Rental,-120.684252320128,35.259307800239,5652,0,R-1,004-631-001,11900.994494700071,False,Residential,False,8128.261277067675
Left Bank Billiards,Home Occupation,474 PACIFIC ST,2007-04-02,2010-01-05,Online Sales Of Pool Tables And Game Room Accessories,General Retailer,Retail,-120.666124340586,35.275658650226,6913,1,R-4,003-512-013,6714.475454058032,False,Residential,True,123.78586141564288
Left Coast Lambretta,Antiques,3065 ROCKVIEW PL,2024-07-01,,Restore vintage Italian motor scooters,General Retailer,Retail,-120.65206093604,35.261051024012,613,0,R-2,004-584-017,3473.9118054963155,False,Residential,False,6611.471516416979
Left Coast T-Shirt Company,Manufacturing,755 FIERO LN STE A,2022-06-14,,"We sell screenprinting, embroidery, and promotional products.",General Manufacturer,Other,-120.642758769034,35.244080010953,1361,0,BP,053-423-022,98885.24109970692,False,Commercial,False,13359.270614217847
Left Field,Retail,1242 MONTEREY ST STE 110,2014-12-09,2018-06-30,"Sales Of Home Goods - Art, Pottery, Etc.",General Retailer,Retail,-120.65801574711,35.283819421954,4105,1,C,001-222-012,21729.144200037383,False,Commercial,False,469.74895320047693
Left Side Landscape,Contractor- Specialty,979 OSOS ST A2,2010-10-27,2018-12-04,Landscape Contractor,Downtown Association,Downtown Association,-120.661564251998,35.281952972386,5609,1,C,002-322-027,29222.4929331776,True,Commercial,False,0.0
Legacy Acro Gymnastics,Recreation-Instruction/Training,1768 TONINI DR APT 69,2016-06-17,2018-03-07,Acrobatic Gymnastics Instructor - Administrative/Lesson Plans,General Service,Service,-120.691385589507,35.254828843494,3549,1,R-3,053-513-041,200100.04278040348,False,Residential,False,10773.572257208645
